SMILES,Molecular Formula,MolWeight,logP,Hydrogen Acceptors,Hydrogen Donors,TopologicalPolarSurfaceArea,RingCount,Charge,Covalent_Unit_Count,Isotopic_Atom_Count,Total_Atom_Stereo_Count,Defined_Atom_Stereo_Count,Undefined_Atom_Stereo_Count,Total_Bond_Stereo_Count,Defined_Bond_Stereo_Count,Undefined_Bond_Stereo_Count,Can_Smi,IUPAC,Mol_Form,Compound_CID,Molecular_Formula,IUPAC_Name,Antioxidant,Anti-inflammatory,Toxic
C[C@@H](CO)O,,76.095,-0.6405,2,2,40.46,0,0,1,0,1,1,0,0,0,0,,,,439846,C3H8O2,"(2S)-propane-1,2-diol",FALSE,FALSE,TRUE
C[C@@H](OC(=O)c1ccc(O)cc1)[C@H]1C(=O)N/C1=C\C(=O)OCc1ccccc1,C21H19NO6,381.384,2.3108,6,2,101.93,3,0,1,0,2,2,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
C[C@@H](OC(C)=O)[C@H]1C(C[C@@H]2[C@]1(C)CC[C@H]3[C@H]2CCC4=CC(CC[C@]34C)=O)=O,,372.505,4.2651,4,0,60.44,4,0,1,0,7,7,0,0,0,0,CC(=O)O[C@H](C)[C@H]1C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"[(1R)-1-[(8S,9S,10R,13S,14S,17S)-10,13-dimethyl-3,16-dioxo-2,6,7,8,9,11,12,14,15,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl]ethyl] acetate",C23H32O4,,,,FALSE,TRUE,FALSE
C[C@@H]1C/C(=C/C[C@@H]2C[C@@H](C[C@@]3(O2)C/C(=N/OC)/[C@@H]([C@H](O3)/C(=C/C(C)C)/C)C)OC(=O)[C@@H]4C=C([C@H]([C@@H]5[C@]4(/C(=C/C=C1)/CO5)O)O)C)/C,,639.83,5.7289,9,2,116.04,5,0,1,0,10,10,0,4,4,0,,,,71312368,C37H53NO8,"(1R,4S,4'Z,5'S,6R,6'S,8R,10E,13R,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",FALSE,FALSE,TRUE
C[C@@H]1C/C(=C/C[C@@H]2C[C@@H](C[C@@]3(O2)CC(=NOC)[C@@H]([C@H](O3)/C(=C/C(C)C)/C)C)OC(=O)[C@@H]4C=C([C@H]([C@@H]5[C@]4(/C(=C/C=C1)/CO5)O)O)C)/C,,639.83,5.7289,9,2,116.04,5,0,1,0,10,10,0,3,3,0,,,,139031013,C37H53NO8,"(1R,4S,5'S,6R,6'S,8R,10E,13R,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",FALSE,FALSE,TRUE
C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,,843.065,2.3251,16,4,195.38,4,0,1,0,19,7,12,2,2,0,,,,6419898,C43H74N2O14,"2-[(4R,5S,6S,7R,9R,10R,11E,13E,16R)-6-[5-(4,5-dihydroxy-4,6-dimethyloxan-2-yl)oxy-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-10-[5-(dimethylamino)-6-methyloxan-2-yl]oxy-4-hydroxy-5-methoxy-9,16-dimethyl-2-oxo-1-oxacyclohexadeca-11,13-dien-7-yl]acetaldehyde",FALSE,FALSE,TRUE
C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)O[C@H]2[C@@H]([C@@H](C([C@H](O2)C)O[C@H]3C[C@@]([C@H](C(O3)C)O)(C)O)N(C)C)O)CC=O)C)O[C@H]4CC[C@@H]([C@H](O4)C)N(C)C,,843.065,2.3251,16,4,195.38,4,0,1,0,19,17,2,2,2,0,,,,44629935,C43H74N2O14,"2-[(4R,5S,6S,7R,9R,10R,11E,13E,16R)-6-[(2S,3R,4S,6R)-5-[(2S,4R,5S)-4,5-dihydroxy-4,6-dimethyloxan-2-yl]oxy-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-10-[(2R,5S,6R)-5-(dimethylamino)-6-methyloxan-2-yl]oxy-4-hydroxy-5-methoxy-9,16-dimethyl-2-oxo-1-oxacyclohexadeca-11,13-dien-7-yl]acetaldehyde",FALSE,FALSE,TRUE
C[C@@H]1C/C=C\C=C\C([C@@H](C[C@@H](C([C@H]([C@@H](CC(=O)O1)O)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)O[C@H]4CC[C@@H]([C@H](O4)C)N(C)C,,843.065,2.3251,16,4,195.38,4,0,1,0,19,17,2,2,2,0,,,,166639717,C43H74N2O14,"2-[(4R,5S,7R,9R,11E,13Z,16R)-6-[(2S,3R,4R,5S,6R)-5-[(2S,4R,5S,6S)-4,5-dihydroxy-4,6-dimethyloxan-2-yl]oxy-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-10-[(2R,5S,6R)-5-(dimethylamino)-6-methyloxan-2-yl]oxy-4-hydroxy-5-methoxy-9,16-dimethyl-2-oxo-1-oxacyclohexadeca-11,13-dien-7-yl]acetaldehyde",FALSE,FALSE,TRUE
C[C@@H]1CC=CC=C[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,,843.065,2.3251,16,4,195.38,4,0,1,0,19,7,12,0,0,0,,,,6713975,C43H74N2O14,"2-[(4R,5S,6S,7R,9R,10R,16R)-6-[5-(4,5-dihydroxy-4,6-dimethyloxan-2-yl)oxy-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-10-[5-(dimethylamino)-6-methyloxan-2-yl]oxy-4-hydroxy-5-methoxy-9,16-dimethyl-2-oxo-1-oxacyclohexadeca-11,13-dien-7-yl]acetaldehyde",FALSE,FALSE,TRUE
C[C@@H]1CCC[C@@H](CCC/C=C/C2=C(C(=CC(=C2)O)O)C(=O)O1)O,,320.385,3.3714,5,3,86.99,2,0,1,0,2,2,0,1,1,0,,,,13932155,C18H24O5,"(4R,8R,12E)-8,16,18-trihydroxy-4-methyl-3-oxabicyclo[12.4.0]octadeca-1(14),12,15,17-tetraen-2-one",FALSE,FALSE,TRUE
C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CCC5[C@@]4(C[C@H]([C@H](C5(C)C)O)O)C)C)[C@H]2[C@]1(C)O)C)C(=O)O,,488.709,5.1752,4,4,97.99,5,0,1,0,11,10,1,0,0,0,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)C5CC[C@]43C)[C@H]2[C@]1(C)O,"(1R,2R,4aS,6aR,6aS,6bR,10S,11R,12aR,14bR)-1,10,11-trihydroxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",C30H48O5,,,,FALSE,TRUE,FALSE
C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)CO,,442.728,6.9972,2,2,40.46,5,0,1,0,10,10,0,0,0,0,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(CO)CC[C@H]1C,"(3S,4aR,6aR,6bS,8aS,11R,12S,12aS,14aR,14bR)-8a-(hydroxymethyl)-4,4,6a,6b,11,12,14b-heptamethyl-2,3,4a,5,6,7,8,9,10,11,12,12a,14,14a-tetradecahydro-1H-picen-3-ol",C30H50O2,,,,FALSE,TRUE,FALSE
C[C@@H]1CC[C@]2(C(O)=O)CC[C@]3(C)C(C2=C1C)=CC[C@H]4[C@@]3(C)CC[C@@H]5[C@]4(C)C[C@@H](O)[C@H](O)C5(C)C,,470.694,6.1245,3,3,77.76,5,0,1,0,9,9,0,0,0,0,CC1=C2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,"(2R,4aS,6aR,6aS,6bR,8aR,10R,11R,12aR)-10,11-dihydroxy-1,2,6a,6b,9,9,12a-heptamethyl-3,4,5,6,6a,7,8,8a,10,11,12,13-dodecahydro-2H-picene-4a-carboxylic acid",C30H46O4,,,,FALSE,TRUE,FALSE
C[C@@H]1CC[C@]2(C(O)=O)CC[C@]3(C)C(C2[C@@]1(O)C)=CCC4[C@@]3(C)CCC5[C@]4(C)C[C@@H](O)[C@H](O)[C@]5(CO)C,,504.708,4.1476,5,5,118.22,5,0,1,0,12,9,3,0,0,0,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@]43C)C2[C@]1(C)O,"(1R,2R,4aS,6aS,6bR,9R,10R,11R,12aR)-1,10,11-trihydroxy-9-(hydroxymethyl)-1,2,6a,6b,9,12a-hexamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",C30H48O6,,,,FALSE,TRUE,FALSE
C[C@@H]1CC[C@]2(C(O)=O)CC[C@]3(C)C(C2[C@H]1C)=CCC4[C@@]3(C)CCC5[C@]4(C)C[C@@H](O)[C@H](O)[C@]5(CO)C,,488.709,5.0327,4,4,97.99,5,0,1,0,12,9,3,0,0,0,C[C@@H]1C2C3=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,"(1S,2R,4aS,6aS,6bR,9R,10R,11R,12aR)-10,11-dihydroxy-9-(hydroxymethyl)-1,2,6a,6b,9,12a-hexamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylic acid",C30H48O5,,,,FALSE,TRUE,FALSE
C[C@@H]1CC[C@]2(C(O)=O)CC[C@]3(C)C([C@]2([H])[C@H]1C)=CC[C@@]4([H])[C@@]3(C)CC[C@]5([H])[C@]4(C)C[C@@H](O)[C@@H](O)C5(C)C,,472.71,6.0603,3,3,77.76,5,0,1,0,11,11,0,0,0,0,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,"(1S,2R,4aS,6aR,6aS,6bR,8aR,10S,11R,12aR,14bS)-10,11-dihydroxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylic acid",C30H48O4,,,,FALSE,TRUE,FALSE
C[C@@H]1CC[C@]2(C(O)=O)CC[C@]3(C)C([C@]2([H])[C@H]1C)=CC[C@@]4([H])[C@@]3(C)CC[C@]5([H])[C@]4(C)C[C@@H](O)[C@H](O)C5(C)C,,472.71,6.0603,3,3,77.76,5,0,1,0,11,11,0,0,0,0,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,"(1S,2R,4aS,6aR,6aS,6bR,8aR,10R,11R,12aR,14bS)-10,11-dihydroxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylic acid",C30H48O4,,,,FALSE,TRUE,FALSE
C[C@@H]1CC[C@]2(C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=O)CC[C@]4(C)C(C2[C@@]1(O)C)=CCC5[C@@]4(C)CCC6[C@]5(C)C[C@@H](O)[C@H](O)[C@]6(C)CO,,666.849,1.4061,11,8,197.37,6,0,1,0,17,14,3,0,0,0,C[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@](C)(CO)C5CC[C@]43C)C2[C@]1(C)O,,C36H58O11,,,,FALSE,TRUE,FALSE
C[C@@H]1CC[C@]2(C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=O)CC[C@]4(C)C(C2[C@@]1(O)C)=CCC5[C@@]4(C)CCC6[C@]5(C)C[C@@H](O)[C@H](O)[C@]6(C=O)C,,664.833,1.6127,11,7,194.21,6,0,1,0,17,14,3,0,0,0,C[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(C=O)C5CC[C@]43C)C2[C@]1(C)O,,C36H56O11,,,,FALSE,TRUE,FALSE
C[C@@H]1CC[C@]2(C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=O)CC[C@]4(C)C(C2[C@@]1(O)C)=CCC5[C@@]4(C)CCC6[C@]5(C)C[C@@H](O)[C@H](O)[C@]6(CO)C,,666.849,1.4061,11,8,197.37,6,0,1,0,17,14,3,0,0,0,C[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@]43C)C2[C@]1(C)O,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1R,2R,4aS,6aS,6bR,9R,10R,11R,12aR)-1,10,11-trihydroxy-9-(hydroxymethyl)-1,2,6a,6b,9,12a-hexamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",C36H58O11,,,,FALSE,TRUE,FALSE
C[C@@H]1CC[C@]2(C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=O)CC[C@]4(C)C(C2[C@@]1(O)C)=CCC5[C@@]4(C)CCC6[C@]5(C)C[C@@H](O)[C@H](O)[C@]6(COC(C7=CC(O)=C(O)C(O)=C7)=O)C,,818.954,2.3876,15,10,264.13,7,0,1,0,17,14,3,0,0,0,C[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(COC(=O)c6cc(O)c(O)c(O)c6)C5CC[C@]43C)C2[C@]1(C)O,,C43H62O15,,,,FALSE,TRUE,FALSE
C[C@@H]1CC[C@]2(C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=O)CC[C@]4(C)C(C2[C@@]1(O)C)=CCC5[C@@]4(C)CCC6[C@]5(C)C[C@@H](O)[C@H](OC(C7=CC(O)=C(O)C(O)=C7)=O)[C@]6(O)C,,804.927,2.14,15,10,264.13,7,0,1,0,17,14,3,0,0,0,C[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](OC(=O)c6cc(O)c(O)c(O)c6)[C@@](C)(O)C5CC[C@]43C)C2[C@]1(C)O,,C42H60O15,,,,FALSE,TRUE,FALSE
C[C@@H]1CC[C@]23CC[C@]4([C@@]5(CC[C@@H]6[C@@]([C@H]5CC(=O)[C@@]4([C@@H]2[C@H]1C)OC3=O)(C[C@H]([C@H](C6(C)C)O)O)C)C)C,,486.693,4.914,5,2,83.83,6,0,1,0,12,12,0,0,0,0,C[C@H]1[C@H](C)CC[C@@]23CC[C@]4(C)[C@](OC2=O)(C(=O)C[C@@H]2[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@]24C)[C@H]13,"(1S,4S,5R,8R,10S,11R,13R,14R,17S,18R,19S,20R)-10,11-dihydroxy-4,5,9,9,13,19,20-heptamethyl-24-oxahexacyclo[15.5.2.01,18.04,17.05,14.08,13]tetracosane-16,23-dione",C30H46O5,,,,FALSE,TRUE,FALSE
C[C@@H]1C[C@@H]2[C@@H](C(C(O2)=O)=C)CC=C1CCC(O)C,,250.338,2.6015,3,1,46.53,2,0,1,0,4,3,1,0,0,0,C=C1C(=O)O[C@@H]2C[C@@H](C)C(CCC(C)O)=CC[C@H]12,"(3aR,7R,8aR)-6-(3-hydroxybutyl)-7-methyl-3-methylidene-4,7,8,8a-tetrahydro-3aH-cyclohepta[b]furan-2-one",C15H22O3,,,,FALSE,TRUE,FALSE
C[C@@H]1C[C@@H]2[C@@H](C(C(O2)=O)=C)C[C@@]3(C)[C@H]1CCC3=O,,248.322,2.4995,3,0,43.37,3,0,1,0,5,5,0,0,0,0,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3CCC(=O)[C@@]3(C)C[C@H]12,"(3aR,5R,5aS,8aS,9aR)-5,8a-dimethyl-1-methylidene-3a,4,5,5a,6,7,9,9a-octahydroazuleno[6,7-b]furan-2,8-dione",C15H20O3,,,,FALSE,TRUE,FALSE
C[C@@H]1C[C@@]2([C@H](O2)C)C(=O)O[C@@H]3CCN(C/C=C(\C3=O)/COC(=O)[C@]1(C)O)C,,381.425,0.2207,8,1,105.67,3,0,1,0,5,5,0,1,1,0,,,,5281741,C19H27NO7,"(1R,3'R,4R,6R,7R,11Z)-7-hydroxy-3',6,7,14-tetramethylspiro[2,9-dioxa-14-azabicyclo[9.5.1]heptadec-11-ene-4,2'-oxirane]-3,8,17-trione",FALSE,FALSE,TRUE
C[C@@H]1C[C@H](OC1=O)C[C@@H](C)[C@H]2CC[C@@]3([C@@]2(CC[C@@H]4C3=CC[C@H]([C@]4(C)CCC(=O)OC)C(=C)C)C)C,,484.721,7.2787,4,0,52.6,4,0,1,0,9,9,0,0,0,0,C=C(C)[C@@H]1CC=C2[C@@H](CC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4C[C@@H](C)C(=O)O4)CC[C@@]23C)[C@@]1(C)CCC(=O)OC,"methyl 3-[(3R,3aR,5aS,6S,7S,9bR)-3a,6,9b-trimethyl-3-[(2R)-1-[(2R,4R)-4-methyl-5-oxooxolan-2-yl]propan-2-yl]-7-prop-1-en-2-yl-1,2,3,4,5,5a,7,8-octahydrocyclopenta[a]naphthalen-6-yl]propanoate",C31H48O4,,,,FALSE,TRUE,FALSE
C[C@@H]1C[C@H]2[C@@H](C(C(O2)=O)=C)C[C@@]3(C)[C@H]1CC[C@@H]3O,,250.338,2.2913,3,1,46.53,3,0,1,0,6,6,0,0,0,0,C=C1C(=O)O[C@H]2C[C@@H](C)[C@@H]3CC[C@H](O)[C@@]3(C)C[C@H]12,"(3aS,5R,5aS,8S,8aS,9aR)-8-hydroxy-5,8a-dimethyl-1-methylidene-4,5,5a,6,7,8,9,9a-octahydro-3aH-azuleno[6,5-b]furan-2-one",C15H22O3,,,,FALSE,TRUE,FALSE
C[C@@H]1C[C@H]2[C@@H](C(C(O2)=O)=C)[C@H](O)[C@@]3(C)[C@H]1CCC3=O,,264.321,1.4703,4,1,63.6,3,0,1,0,6,6,0,0,0,0,C=C1C(=O)O[C@H]2C[C@@H](C)[C@@H]3CCC(=O)[C@@]3(C)[C@@H](O)[C@H]12,"(3aS,5R,5aS,8aR,9S,9aS)-9-hydroxy-5,8a-dimethyl-1-methylidene-3a,4,5,5a,6,7,9,9a-octahydroazuleno[6,7-b]furan-2,8-dione",C15H20O4,,,,FALSE,TRUE,FALSE
C[C@@H]1C[C@H]2[C@@H](C(C(O2)=O)=C)[C@H](O)[C@@]3(C)[C@H]1CCC3OC(C)=O,,308.374,1.8329,5,1,72.83,3,0,1,0,7,6,1,0,0,0,C=C1C(=O)O[C@H]2C[C@@H](C)[C@@H]3CCC(OC(C)=O)[C@@]3(C)[C@@H](O)[C@H]12,,C17H24O5,,,,FALSE,TRUE,FALSE
C[C@@H]1C[C@H]2[C@@H](C(C(O2)=O)=C)[C@H](OC(C)=O)[C@@]3(C)[C@H]1CCC3=O,,306.358,2.0411,5,0,69.67,3,0,1,0,6,6,0,0,0,0,C=C1C(=O)O[C@H]2C[C@@H](C)[C@@H]3CCC(=O)[C@@]3(C)[C@@H](OC(C)=O)[C@H]12,"[(3aS,5R,5aS,8aR,9S,9aR)-5,8a-dimethyl-1-methylidene-2,8-dioxo-3a,4,5,5a,6,7,9,9a-octahydroazuleno[6,5-b]furan-9-yl] acetate",C17H22O5,,,,FALSE,TRUE,FALSE
C[C@@H]1C[C@H]2[C@@H](C(C(O2)=O)=C)[C@H](OC(C)=O)[C@@]3(C)[C@H]1CCC3O,,308.374,1.8329,5,1,72.83,3,0,1,0,7,6,1,0,0,0,C=C1C(=O)O[C@H]2C[C@@H](C)[C@@H]3CCC(O)[C@@]3(C)[C@@H](OC(C)=O)[C@H]12,,C17H24O5,,,,FALSE,TRUE,FALSE
C[C@@H]1C[C@H]2[C@@H]([C@@H](C)C(O2)=O)C[C@@]3(C)[C@H]1CCC3=O,,250.338,2.5794,3,0,43.37,3,0,1,0,6,6,0,0,0,0,C[C@@H]1C[C@@H]2OC(=O)[C@H](C)[C@H]2C[C@]2(C)C(=O)CC[C@@H]12,"(1R,3aS,5R,5aS,8aS,9aR)-1,5,8a-trimethyl-3a,4,5,5a,6,7,9,9a-octahydro-1H-azuleno[6,7-b]furan-2,8-dione",C15H22O3,,,,FALSE,TRUE,FALSE
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,,392.467,1.8957,5,3,94.83,4,0,1,0,8,8,0,0,0,0,,,,5743,C22H29FO5,"(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",FALSE,TRUE,TRUE
C[C@@H]1C[C@H]2[C@H]([C@H](O)[C@@]3(C)[C@H]1CCC3=O)[C@@H](C)C(O2)=O,,266.337,1.5502,4,1,63.6,3,0,1,0,7,7,0,0,0,0,C[C@@H]1C[C@@H]2OC(=O)[C@H](C)[C@H]2[C@H](O)[C@]2(C)C(=O)CC[C@@H]12,"(1R,3aS,5R,5aS,8aR,9S,9aS)-9-hydroxy-1,5,8a-trimethyl-3a,4,5,5a,6,7,9,9a-octahydro-1H-azuleno[6,7-b]furan-2,8-dione",C15H22O4,,,,FALSE,TRUE,FALSE
C[C@@H]1C[C@H]2[C@H]([C@H](OC(C)=O)[C@@]3(C)[C@H]1CCC3=O)[C@@H](C)C(O2)=O,,308.374,2.121,5,0,69.67,3,0,1,0,7,7,0,0,0,0,CC(=O)O[C@H]1[C@H]2[C@H](C[C@@H](C)[C@@H]3CCC(=O)[C@]31C)OC(=O)[C@@H]2C,"[(1R,3aS,5R,5aS,8aR,9S,9aR)-1,5,8a-trimethyl-2,8-dioxo-3a,4,5,5a,6,7,9,9a-octahydro-1H-azuleno[6,5-b]furan-9-yl] acetate",C17H24O5,,,,FALSE,TRUE,FALSE
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](COC(=O)CC3(O)CCC(=O)CC3)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,C37H46O18,778.757,-0.2007,18,9,288.66,5,0,1,0,10,10,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)cc(O)c4c3=O)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,C41H44O23,904.78,-1.8994,23,13,374.88,7,0,1,0,14,14,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
C[C@@H]1[C@@H](C)[C@@H](C2=CC(OC)=C(OC)C=C2OC)[C@@H]1C3=CC(OC)=C(OC)C=C3OC,,416.514,4.8914,6,0,55.38,3,0,1,0,4,4,0,0,0,0,COc1cc(OC)c([C@@H]2[C@H](C)[C@@H](C)[C@H]2c2cc(OC)c(OC)cc2OC)cc1OC,"1-[(1R,2R,3R,4R)-2,3-dimethyl-4-(2,4,5-trimethoxyphenyl)cyclobutyl]-2,4,5-trimethoxybenzene",C24H32O6,,,,FALSE,TRUE,FALSE
C[C@@H]1[C@@H]([C@@H]2[C@H]([C@@]3(CC4=C([C@@]3([C@H]([C@]2([C@@H]1OC(=O)C)O)OC(=O)C)C)C(=C(C=C4)C)O)COC(=O)C)O)OCC5=CC=CC=C5,,596.673,2.88422,10,3,148.82,5,0,1,0,9,9,0,0,0,0,CC(=O)OC[C@@]12Cc3ccc(C)c(O)c3[C@]1(C)[C@@H](OC(C)=O)[C@]1(O)[C@H]([C@@H](OCc3ccccc3)[C@@H](C)[C@H]1OC(C)=O)[C@H]2O,"[(1S,2R,3R,3aS,4R,4aR,9aR,10R,10aS)-3,4-diacetyloxy-3a,5,10-trihydroxy-2,4a,6-trimethyl-1-phenylmethoxy-2,3,4,9,10,10a-hexahydro-1H-cyclopenta[b]fluoren-9a-yl]methyl acetate",C33H40O10,,,,FALSE,TRUE,FALSE
C[C@@H]1[C@@H]2C[C@@]3(CC[C@@]4([C@@H]5[C@@H]3[C@@]1(O[C@@]5(C[C@H]6[C@]4(CC[C@@H]7[C@@]6(C[C@H]([C@H](C7(C)C)O)O)C)C)O)C)C)C(=O)O2,,502.692,4.0422,6,3,96.22,7,0,1,0,14,14,0,0,0,0,C[C@@H]1[C@@H]2C[C@@]3(CC[C@]4(C)[C@@H]5[C@@H]3[C@]1(C)O[C@]5(O)C[C@@H]1[C@@]3(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]3CC[C@]14C)C(=O)O2,"(1R,4R,5R,8R,10S,11R,13R,14R,16R,17S,18S,19S,20R,21S)-10,11,16-trihydroxy-4,5,9,9,13,19,20-heptamethyl-22,25-dioxaheptacyclo[19.2.1.116,19.01,18.04,17.05,14.08,13]pentacosan-23-one",C30H46O6,,,,FALSE,TRUE,FALSE
